,occurrenceID,newOccurrenceID,eventDate,decimalLongitude,decimalLatitude,scientificName,scientificNameID,basisOfRecord,collectionCode,catalogNumber,occurrenceStatus,institutionCode
0,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:0,jaime_protocol_observation:TODO:TODO,2017-04-24,-81.71532752,24.47605506,Nanocalanus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
1,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:1,jaime_protocol_observation:TODO:TODO,2017-04-24,-81.71532752,24.47605506,Corycaeus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
2,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:2,jaime_protocol_observation:TODO:TODO,2017-04-24,-81.71532752,24.47605506,Corycaeus(C.) speciosus,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
3,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:3,jaime_protocol_observation:TODO:TODO,2017-04-24,-81.71532752,24.47605506,Undinula vulgaris,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
4,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:4,jaime_protocol_observation:TODO:TODO,2017-04-24,-81.71532752,24.47605506,Candacia pachydactyla,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
5,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:5,jaime_protocol_observation:TODO:TODO,2017-04-24,-81.71532752,24.47605506,Oncaea. sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
6,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:6,jaime_protocol_observation:TODO:TODO,2017-04-24,-81.71532752,24.47605506,Copilia mirabilis,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
7,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:7,jaime_protocol_observation:TODO:TODO,2017-04-24,-81.71532752,24.47605506,Acrocalanus sp,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
8,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:8,jaime_protocol_observation:TODO:TODO,2017-04-24,-81.71532752,24.47605506,Calocalanus pavo,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
9,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:9,jaime_protocol_observation:TODO:TODO,2017-04-24,-81.71532752,24.47605506,Calocalanus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
10,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:10,jaime_protocol_observation:TODO:TODO,2017-04-24,-81.71532752,24.47605506,Calanus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
11,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:11,jaime_protocol_observation:TODO:TODO,2017-04-24,-81.71532752,24.47605506,Pontella sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
12,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:12,jaime_protocol_observation:TODO:TODO,2017-04-24,-81.71532752,24.47605506,Temora stylifera,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
13,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:13,jaime_protocol_observation:TODO:TODO,2017-04-24,-81.71532752,24.47605506,Farranula sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
14,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:14,jaime_protocol_observation:TODO:TODO,2017-04-24,-81.71532752,24.47605506,Macrosetella gracilis.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
15,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:15,jaime_protocol_observation:TODO:TODO,2017-04-24,-81.71532752,24.47605506,Densidad total,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
16,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:16,jaime_protocol_observation:TODO:TODO,2017-04-26,-81.71532752,24.47605506,Oncaea. sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
17,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:17,jaime_protocol_observation:TODO:TODO,2017-04-26,-81.71532752,24.47605506,Paracalanus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
18,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:18,jaime_protocol_observation:TODO:TODO,2017-04-26,-81.71532752,24.47605506,Calocalanus pavo,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
19,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:19,jaime_protocol_observation:TODO:TODO,2017-04-26,-81.71532752,24.47605506,Corycaeus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
20,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:20,jaime_protocol_observation:TODO:TODO,2017-04-26,-81.71532752,24.47605506,Farranula sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
21,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:21,jaime_protocol_observation:TODO:TODO,2017-04-26,-81.71532752,24.47605506,Clausocalanus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
22,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:22,jaime_protocol_observation:TODO:TODO,2017-04-26,-81.71532752,24.47605506,Calanus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
23,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:23,jaime_protocol_observation:TODO:TODO,2017-04-26,-81.71532752,24.47605506,Macrosetella gracilis.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
24,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:24,jaime_protocol_observation:TODO:TODO,2017-04-26,-81.71532752,24.47605506,Undinula vulgaris,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
25,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:25,jaime_protocol_observation:TODO:TODO,2017-04-26,-81.71532752,24.47605506,Oithona sp,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
26,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:26,jaime_protocol_observation:TODO:TODO,2017-04-26,-81.71532752,24.47605506,Nanocalanus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
27,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:27,jaime_protocol_observation:TODO:TODO,2017-04-26,-81.71532752,24.47605506,Acrocalanus sp,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
28,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:28,jaime_protocol_observation:TODO:TODO,2017-04-26,-81.71532752,24.47605506,Calocalanus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
29,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:29,jaime_protocol_observation:TODO:TODO,2017-04-26,-81.71532752,24.47605506,Temora stylifera,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
30,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:30,jaime_protocol_observation:TODO:TODO,2017-04-26,-81.71532752,24.47605506,Densidad total,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
31,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:31,jaime_protocol_observation:TODO:TODO,2017-04-28,-81.71532752,24.47605506,Oncaea. sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
32,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:32,jaime_protocol_observation:TODO:TODO,2017-04-28,-81.71532752,24.47605506,Farranula sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
33,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:33,jaime_protocol_observation:TODO:TODO,2017-04-28,-81.71532752,24.47605506,Oithona sp,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
34,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:34,jaime_protocol_observation:TODO:TODO,2017-04-28,-81.71532752,24.47605506,Calocalanus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
35,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:35,jaime_protocol_observation:TODO:TODO,2017-04-28,-81.71532752,24.47605506,Macrosetella gracilis.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
36,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:36,jaime_protocol_observation:TODO:TODO,2017-04-28,-81.71532752,24.47605506,Clausocalanus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
37,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:37,jaime_protocol_observation:TODO:TODO,2017-04-28,-81.71532752,24.47605506,Paracalanus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
38,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:38,jaime_protocol_observation:TODO:TODO,2017-04-28,-81.71532752,24.47605506,Corycaeus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
39,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:39,jaime_protocol_observation:TODO:TODO,2017-04-28,-81.71532752,24.47605506,Nanocalanus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
40,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:40,jaime_protocol_observation:TODO:TODO,2017-04-28,-81.71532752,24.47605506,Euterpina acutifrons,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
41,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:41,jaime_protocol_observation:TODO:TODO,2017-04-28,-81.71532752,24.47605506,Microsetella sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
42,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:42,jaime_protocol_observation:TODO:TODO,2017-04-28,-81.71532752,24.47605506,Densidad total,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
43,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:43,jaime_protocol_observation:TODO:TODO,2017-04-24,24.53862793,-81.41464542,Nanocalanus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
44,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:44,jaime_protocol_observation:TODO:TODO,2017-04-24,24.53862793,-81.41464542,Undinula vulgaris,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
45,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:45,jaime_protocol_observation:TODO:TODO,2017-04-24,24.53862793,-81.41464542,Euchaeta sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
46,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:46,jaime_protocol_observation:TODO:TODO,2017-04-24,24.53862793,-81.41464542,Candancia sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
47,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:47,jaime_protocol_observation:TODO:TODO,2017-04-24,24.53862793,-81.41464542,Oncaea. sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
48,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:48,jaime_protocol_observation:TODO:TODO,2017-04-24,24.53862793,-81.41464542,Temora stylifera,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
49,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:49,jaime_protocol_observation:TODO:TODO,2017-04-24,24.53862793,-81.41464542,Centropages violaceus,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
50,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:50,jaime_protocol_observation:TODO:TODO,2017-04-24,24.53862793,-81.41464542,Acrocalanus sp,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
51,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:51,jaime_protocol_observation:TODO:TODO,2017-04-24,24.53862793,-81.41464542,Clausocalanus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
52,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:52,jaime_protocol_observation:TODO:TODO,2017-04-24,24.53862793,-81.41464542,Temora turbinata,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
53,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:53,jaime_protocol_observation:TODO:TODO,2017-04-24,24.53862793,-81.41464542,Calocalanus pavo,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
54,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:54,jaime_protocol_observation:TODO:TODO,2017-04-24,24.53862793,-81.41464542,Labidocera sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
55,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:55,jaime_protocol_observation:TODO:TODO,2017-04-24,24.53862793,-81.41464542,Scolecithrix. sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
56,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:56,jaime_protocol_observation:TODO:TODO,2017-04-24,24.53862793,-81.41464542,Farranula gracilis ,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
57,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:57,jaime_protocol_observation:TODO:TODO,2017-04-24,24.53862793,-81.41464542,Sapphirina sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
58,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:58,jaime_protocol_observation:TODO:TODO,2017-04-24,24.53862793,-81.41464542,Densidad total,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
59,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:59,jaime_protocol_observation:TODO:TODO,2017-04-27,24.53862793,-81.41464542,Paracalanus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
60,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:60,jaime_protocol_observation:TODO:TODO,2017-04-27,24.53862793,-81.41464542,Clausocalanus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
61,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:61,jaime_protocol_observation:TODO:TODO,2017-04-27,24.53862793,-81.41464542,Acrocalanus sp,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
62,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:62,jaime_protocol_observation:TODO:TODO,2017-04-27,24.53862793,-81.41464542,Calocalanus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
63,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:63,jaime_protocol_observation:TODO:TODO,2017-04-27,24.53862793,-81.41464542,Oncaea. sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
64,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:64,jaime_protocol_observation:TODO:TODO,2017-04-27,24.53862793,-81.41464542,Farranula sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
65,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:65,jaime_protocol_observation:TODO:TODO,2017-04-27,24.53862793,-81.41464542,Temora stylifera,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
66,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:66,jaime_protocol_observation:TODO:TODO,2017-04-27,24.53862793,-81.41464542,Temora turbinata,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
67,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:67,jaime_protocol_observation:TODO:TODO,2017-04-27,24.53862793,-81.41464542,Oithona sp,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
68,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:68,jaime_protocol_observation:TODO:TODO,2017-04-27,24.53862793,-81.41464542,Candancia sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
69,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:69,jaime_protocol_observation:TODO:TODO,2017-04-27,24.53862793,-81.41464542,Euchaeta sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
70,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:70,jaime_protocol_observation:TODO:TODO,2017-04-27,24.53862793,-81.41464542,Labidocera sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
71,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:71,jaime_protocol_observation:TODO:TODO,2017-04-27,24.53862793,-81.41464542,Nanocalanus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
72,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:72,jaime_protocol_observation:TODO:TODO,2017-04-27,24.53862793,-81.41464542,Undinula vulgaris,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
73,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:73,jaime_protocol_observation:TODO:TODO,2017-04-27,24.53862793,-81.41464542,Calanus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
74,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:74,jaime_protocol_observation:TODO:TODO,2017-04-27,24.53862793,-81.41464542,Sapphirina sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
75,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:75,jaime_protocol_observation:TODO:TODO,2017-04-27,24.53862793,-81.41464542,Euterpina acutifrons,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
76,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:76,jaime_protocol_observation:TODO:TODO,2017-04-27,24.53862793,-81.41464542,Densidad total,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
77,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:77,jaime_protocol_observation:TODO:TODO,2017-04-28,24.53862793,-81.41464542,N.copépodos,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
78,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:78,jaime_protocol_observation:TODO:TODO,2017-04-28,24.53862793,-81.41464542,Oithona sp,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
79,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:79,jaime_protocol_observation:TODO:TODO,2017-04-28,24.53862793,-81.41464542,Ceratium,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
80,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:80,jaime_protocol_observation:TODO:TODO,2017-04-28,24.53862793,-81.41464542,Copepoditos,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
81,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:81,jaime_protocol_observation:TODO:TODO,2017-04-28,24.53862793,-81.41464542,Apendigs(Oikopleura),TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
82,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:82,jaime_protocol_observation:TODO:TODO,2017-04-28,24.53862793,-81.41464542,Calocalanus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
83,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:83,jaime_protocol_observation:TODO:TODO,2017-04-28,24.53862793,-81.41464542,Poliquetos,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
84,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:84,jaime_protocol_observation:TODO:TODO,2017-04-28,24.53862793,-81.41464542,Diatomeas,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
85,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:85,jaime_protocol_observation:TODO:TODO,2017-04-28,24.53862793,-81.41464542,L. gasterópodos,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
86,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:86,jaime_protocol_observation:TODO:TODO,2017-04-28,24.53862793,-81.41464542,Oncaea. sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
87,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:87,jaime_protocol_observation:TODO:TODO,2017-04-28,24.53862793,-81.41464542,N. cirripedios,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
88,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:88,jaime_protocol_observation:TODO:TODO,2017-04-28,24.53862793,-81.41464542,Radiolarios,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
89,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:89,jaime_protocol_observation:TODO:TODO,2017-04-28,24.53862793,-81.41464542,Tintínidos,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
90,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:90,jaime_protocol_observation:TODO:TODO,2017-04-28,24.53862793,-81.41464542,Paracalanus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
91,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:91,jaime_protocol_observation:TODO:TODO,2017-04-28,24.53862793,-81.41464542,Clausocalanus furcatus,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
92,urn:catalog:USF_IMaRS:compiled_zoo_taxonomy_jaimie:2018_01_31:92,jaime_protocol_observation:TODO:TODO,2017-04-28,24.53862793,-81.41464542,Clausocalanus sp.,TODO: worms lookup,HumanObservation,compiled_zoo_taxonomy_jaimie,2018_01_31,present,USF_IMaRS
